x,y,z
0,1087,143
0,1111,159
0,1071,143
0,1103,135
-7,1103,175
0,1079,135
0,1103,143
-31,1095,103
-23,1103,143
0,1087,111
-7,1095,159
-39,1111,143
0,1103,167
-47,1087,103
-47,1079,143
-15,1079,135
-23,1103,135
0,1103,135
-31,1095,135
-31,1103,119
0,1087,151
-7,1095,151
0,1079,151
-31,1111,167
-31,1087,159
-31,1063,135
0,1087,119
-15,1119,135
-15,1087,143
-31,1095,111
0,1031,111
-15,1127,143
0,1087,159
-15,1079,127
-39,1111,127
0,1103,119
-31,1087,127
-23,1095,119
0,1079,119
-87,575,-23
575,2831,103
-551,1039,-391
127,-399,207
-367,1823,375
135,783,87
-55,1183,167
31,1055,119
-71,1159,135
15,1079,151
0,1031,151
31,1119,119
-39,1039,159
-31,1119,151
0,1095,111
-31,1071,95
0,1079,159
-15,1079,119
-23,1103,159
-7,1119,143
-39,1111,159
-31,1103,151
0,1055,151
-7,1095,135
0,1127,175
0,1103,159
-39,1095,151
-39,1103,159
-31,1111,159
0,1087,167
0,1143,151
0,1103,127
-31,1079,151
0,1079,127
-7,1111,135
-15,1119,151
-15,1087,127
-23,1079,167
-47,1103,127
-47,1071,159
0,1103,159
-63,1095,159
-7,1103,143
-31,1103,167
7,1079,111
-15,1079,175
0,1127,159
-23,1063,151
-47,1071,127
-31,1079,127
0,1087,127
-31,1095,143
0,1095,119
-15,1063,159
0,1119,119
-23,1103,127
-15,1079,159
0,1127,167
-23,1063,143
0,1079,143
-15,1095,143
0,1087,159
-7,1071,151
-15,1095,127
-47,1095,151
-23,1095,127
-15,1087,127
-15,1079,159
0,1103,159
0,1071,151
-47,1095,95
0,1095,167
-23,1071,159
0,1087,127
0,1103,143
-23,1063,151
-31,1111,119
0,1095,119
-47,1095,135
-31,1103,143
0,1079,143
0,1079,111
-39,1087,135
0,1119,119
0,1095,143
-15,1103,111
-47,1079,127
-23,1095,127
-15,1095,103
-31,1079,119
-15,1087,127
-15,1087,159
0,1071,135
-23,1079,175
0,1111,151
0,1103,159
-15,1087,127
-23,1087,119
0,1111,103
-15,1087,119
0,1111,167
0,1103,175
0,1103,151
0,1087,167
-47,1087,111
-31,1095,151
0,1087,119
-31,1111,119
-23,1087,159
-15,1063,103
0,1079,143
-15,1071,143
0,1103,135
7,1063,151
-39,1087,151
0,1103,151
0,1095,151
-15,1095,151
0,1103,135
-31,1103,127
-439,-767,-943
-151,919,143
455,1575,351
263,943,247
-159,967,111
255,1127,207
-151,1039,119
-23,1119,175
-23,1175,167
0,1111,111
-39,1071,111
0,1087,135
-55,1119,143
0,1095,151
-39,1071,119
0,1071,135
0,1055,135
-15,1111,151
-7,1087,135
0,1095,127
0,1087,127
-7,1071,103
-15,1087,159
55,1063,143
-23,1103,151
-23,1079,151
0,1071,119
0,1063,159
-31,1103,151
0,1111,135
0,1079,167
15,1095,143
-15,1095,143
-31,1095,127
-7,1111,135
-15,1103,103
0,1103,135
-23,1095,143
0,1079,135
-15,1103,143
0,1111,159
-23,1095,135
-23,1103,135
0,1079,135
-7,1095,143
-31,1095,143
0,1111,143
-39,1095,143
0,1103,135
0,1103,119
0,1079,119
-7,1095,111
0,895,135
-7,1119,151
0,1103,151
-15,1095,159
0,1087,167
-143,767,95
655,3182,447
-2703,3630,191
-615,-199,215
-63,1775,239
47,1039,79
0,1071,143
55,1279,151
-39,1151,175
0,1071,143
-47,1031,143
0,1095,127
-23,1103,143
-31,1087,167
0,1079,119
-23,1079,151
-23,1071,127
0,1047,135
