x,y,z
-3758,935,-1279
-3742,903,-2047
-2927,863,-2559
-3014,503,-3246
-2503,335,-3566
-2335,151,-3446
-2383,199,-3110
-2367,151,-2791
-2175,0,-2495
-1903,-167,-2335
-1695,-327,-2271
-1567,-415,-2263
-1519,-455,-2239
-1511,-455,-2327
-1591,-359,-2383
-1679,-287,-2471
-1791,-183,-2599
-1855,-47,-2695
-1903,103,-2735
-1863,231,-2743
-1815,407,-2759
-1759,535,-2679
-1663,631,-2623
-1559,663,-2535
-1503,623,-2463
-1415,623,-2295
-1343,599,-2191
-1295,535,-1999
-1215,455,-1895
-1151,431,-1767
-1103,351,-1639
-1047,303,-1535
-975,255,-1415
-927,255,-1295
-871,215,-1231
-847,175,-1119
-815,151,-1055
-767,127,-975
-767,127,-967
-695,143,-863
-631,127,-807
-599,127,-751
-559,127,-711
-511,151,-631
-471,151,-583
-423,119,-535
-359,167,-447
-303,167,-439
-255,135,-335
-199,135,-311
-143,159,-255
-71,127,-215
-15,79,-111
15,103,-71
79,71,23
143,63,71
175,31,135
255,31,223
279,7,255
383,-31,495
583,23,431
367,31,391
479,-135,407
487,23,431
367,31,511
439,-31,599
479,-47,719
519,-31,751
671,-63,751
687,-151,767
759,-215,799
799,-271,847
871,-255,879
959,-311,911
983,-311,919
1047,-367,943
1119,-335,919
1175,-391,927
1287,-407,919
1375,-463,943
1447,-503,903
1503,-559,919
1559,-543,895
1607,-559,919
1655,-583,887
1663,-575,871
1615,-575,879
1575,-551,887
1535,-559,879
1487,-511,919
1399,-479,935
1279,-455,895
1143,-415,975
999,-375,959
759,-367,959
543,-303,903
0,-199,903
-399,-111,815
-975,-23,711
-1591,135,543
-2287,295,127
-2799,471,-255
-3102,575,-695
-3174,623,-1295
-3182,567,-1815
-2927,519,-2327
-2575,439,-2767
-2287,255,-2982
-2111,279,-3038
-2031,215,-2919
-2087,279,-2719
-2055,279,-2487
-1951,191,-2343
-1807,87,-2263
-1711,-31,-2215
-1655,-63,-2231
-1655,-95,-2247
-1711,-39,-2239
-1759,7,-2295
-1799,47,-2327
-1871,151,-2375
-1919,231,-2447
-1975,319,-2495
-1975,455,-2487
-1951,567,-2511
-1903,663,-2455
-1879,751,-2447
-1815,799,-2455
-1759,767,-2319
-1655,791,-2199
-1575,783,-2143
-1511,711,-1935
-1423,711,-1807
-1343,631,-1655
-1271,583,-1535
-1183,495,-1407
-1111,463,-1255
-1055,391,-1191
-991,351,-1071
-943,351,-1023
-879,303,-927
-847,279,-815
-783,295,-807
-703,279,-751
-671,271,-679
-607,279,-615
-559,255,-591
-495,255,-487
-439,255,-463
-359,239,-423
-311,215,-359
-255,215,-303
-223,239,-255
-183,215,-215
-95,223,-151
-55,223,-95
0,199,-103
47,159,0
95,223,63
167,199,127
223,191,183
215,159,247
295,175,319
319,159,383
351,159,495
343,183,527
383,151,615
415,143,639
487,79,719
495,31,759
511,71,839
575,23,863
639,-55,895
687,-167,943
767,-167,991
823,-231,999
895,-287,991
959,-327,1023
1023,-399,1007
1111,-439,1015
1215,-471,1015
1287,-487,967
1343,-527,959
1471,-543,943
1543,-551,959
1623,-567,943
1719,-551,927
1807,-567,951
1847,-559,911
1863,-607,911
1847,-567,887
1815,-543,887
1735,-527,927
1631,-439,951
1503,-407,967
1295,-327,999
1079,-255,1031
703,-159,1007
183,-119,983
-335,0,903
-783,-39,775
-1271,71,623
-1599,47,399
-1975,7,215
-2191,-79,-135
-2351,-247,-391
-2535,-447,-759
-2623,-623,-1143
-2687,-847,-1511
-2679,-1079,-1807
-2631,-1231,-2055
-2583,-1351,-2247
-2479,-1423,-2295
-2431,-1503,-2255
-2279,-1551,-2143
-2135,-1503,-1935
-1991,-1479,-1815
-1823,-1455,-1695
-1663,-1439,-1671
-1599,-1431,-1663
-1535,-1399,-1687
-1527,-1391,-1727
-1591,-1383,-1847
-1719,-1391,-1919
-1799,-1407,-1991
-1943,-1367,-2111
-1991,-1351,-2175
-2047,-1295,-2191
-2063,-1239,-2207
-2055,-1159,-2183
-2015,-1095,-2151
-1927,-991,-2071
-1831,-991,-1967
-1759,-919,-1847
-1655,-895,-1735
-1551,-863,-1551
-1471,-831,-1431
-1351,-855,-1343
-1295,-847,-1215
-1183,-831,-1167
-1127,-807,-1031
-1063,-775,-943
-1007,-743,-887
-967,-711,-815
-887,-687,-767
-839,-647,-687
-799,-615,-639
-719,-575,-583
-647,-559,-527
-559,-543,-431
-511,-511,-375
343,-631,583
407,-687,687
471,-703,791
487,-751,831
511,-751,959
543,-767,967
567,-791,1047
591,-807,1071
599,-815,1111
575,-815,1087
607,-847,1079
639,-823,1047
639,-887,983
647,-927,895
615,-959,839
639,-975,735
615,-1023,679
631,-999,631
639,-1023,551
639,-1031,551
647,-1023,487
647,-999,511
599,-951,471
519,-903,495
471,-871,455
455,-799,415
367,-695,455
287,-543,479
183,-391,495
135,-231,503
143,47,639
-79,143,639
-63,287,735
-143,447,767
-95,615,855
-39,759,967
0,863,1079
71,1063,1143
223,1327,1239
327,1519,1279
511,1703,1303
671,1991,1383
871,2223,1335
1103,2519,1287
1375,2759,1159
1735,2966,1111
2015,3262,1023
2199,3462,951
2375,3774,943
2335,3934,919
2271,4070,895
2111,4070,871
1823,3846,807
1567,3510,767
1327,3078,711
1175,2735,607
1071,2463,607
975,2287,567
951,2103,583
967,1943,615
959,1847,567
935,1767,559
943,1759,503
959,1703,423
967,1735,319
951,1743,207
935,1791,79
919,1807,0
887,1823,-47
879,1831,-119
783,1831,-143
767,1735,-79
743,1663,-63
711,1599,7
687,1527,127
679,1431,271
655,1279,407
631,1151,567
615,983,711
591,879,807
599,727,887
623,567,1023
631,407,1111
687,215,1135
735,0,1207
807,-183,1223
839,-367,1231
847,-599,1175
871,-839,1119
919,-975,1079
911,-1103,1015
919,-1255,975
935,-1319,879
887,-1407,783
871,-1503,751
823,-1535,663
767,-1543,583
727,-1599,503
687,-1631,431
575,-1679,359
479,-1711,263
391,-1719,279
279,-1703,215
127,-1655,143
-63,-1551,95
-215,-1455,-7
-359,-1287,-95
-431,-1167,-239
-463,-1023,-375
-423,-887,-495
-447,-743,-591
-415,-663,-711
-399,-527,-767
-351,-535,-823
-335,-511,-903
-327,-551,-927
-319,-591,-919
-303,-647,-943
-311,-695,-887
-327,-791,-895
-343,-863,-887
-375,-951,-839
-439,-1007,-791
-503,-1047,-791
-559,-1071,-767
-591,-1007,-767
-591,-935,-759
-607,-791,-767
-583,-655,-703
-511,-463,-663
-431,-207,-567
-351,-31,-527
-231,183,-391
-79,343,-247
-23,511,-79
159,679,47
367,855,191
583,983,303
815,1103,423
1023,1263,487
1119,1303,399
1151,1327,375
1143,1311,303
1103,1431,215
1023,1503,111
1031,1535,7
1111,1639,-63
1263,1791,-15
1455,1919,-55
1639,2247,-55
1967,2479,7
2239,2511,127
2375,2719,311
2399,2695,487
2439,2471,583
2423,2183,615
2319,1871,559
2191,1583,471
2047,1431,423
1839,1311,447
1663,1199,471
1447,1191,535
1327,1071,471
1175,1015,391
959,911,279
863,807,263
767,695,175
671,607,119
591,479,71
543,455,23
503,319,-39
447,231,0
423,143,0
399,23,0
351,-31,23
359,-135,87
383,-263,87
391,-463,183
383,-583,167
367,-807,215
383,-983,183
295,-1167,167
311,-1279,183
295,-1335,143
303,-1383,87
287,-1423,87
287,-1431,95
255,-1367,79
335,-1343,7
255,-1319,39
199,-1263,7
151,-1119,-7
135,-1071,-71
135,-999,-95
135,-935,-111
175,-847,-167
199,-783,-199
255,-727,-207
287,-719,-215
295,-647,-215
271,-639,-207
255,-607,-255
199,-639,-255
207,-655,-295
191,-639,-287
175,-639,-335
119,-647,-343
55,-655,-407
-47,-655,-407
-175,-655,-471
-255,-623,-503
-319,-567,-551
-351,-519,-559
-383,-463,-623
-391,-351,-583
-383,-279,-559
-399,-207,-495
-327,-103,-431
-311,0,-295
-255,111,-199
-111,215,0
0,375,119
111,495,255
255,671,367
335,799,487
463,895,543
591,1047,591
703,1207,591
831,1311,543
903,1495,479
1047,1655,399
1175,1871,359
1375,2071,319
1503,2255,343
1631,2575,375
1791,2815,399
1983,2974,455
2127,3126,503
2319,3094,495
2183,2942,527
1999,2735,495
1719,2519,335
1415,2471,239
1119,2135,111
823,1975,23
607,1879,-47
399,1839,-119
295,1767,-135
263,1703,-159
271,1679,-175
319,1647,-223
383,1615,-255
479,1583,-279
503,1623,-311
559,1607,-311
559,1623,-367
511,1647,-391
519,1647,-423
511,1607,-447
495,1599,-431
455,1551,-495
439,1559,-487
399,1503,-479
359,1447,-391
311,1383,-407
263,1287,-359
215,1215,-359
151,1135,-383
95,1031,-399
47,975,-319
0,911,-375
-39,847,-367
-47,807,-359
-47,759,-391
-23,719,-343
7,647,-335
31,639,-327
87,575,-287
111,519,-287
135,455,-271
151,383,-231
159,343,-247
207,303,-231
215,295,-223
191,247,-143
247,199,-143
223,143,-119
239,55,-191
239,0,-111
263,-31,-167
255,-103,-119
279,-119,-111
311,-143,-151
303,-143,-159
343,-167,-135
359,-167,-103
423,-143,-119
455,-127,-55
503,-119,-87
527,-87,-31
559,-87,31
647,-47,55
687,-39,127
759,-31,223
1183,-215,1023
1207,-287,1119
1271,-359,1271
1303,-415,1351
1319,-495,1407
1343,-599,1535
1359,-687,1639
1407,-743,1711
1439,-839,1775
1447,-887,1847
1503,-943,1871
1535,-1023,1927
1535,-1055,1919
1551,-1079,1999
1535,-1143,1959
1535,-1135,1975
1511,-1159,1991
1495,-1143,2015
1503,-1103,1935
1487,-1095,1967
1463,-1063,1975
1431,-1039,1967
1103,-823,1703
1023,-767,1639
943,-727,1559
887,-711,1535
791,-679,1431
743,-647,1407
607,-655,1279
543,-647,1303
471,-647,1215
319,-647,1183
159,-647,1199
0,-615,1135
-191,-607,1167
-439,-655,1143
-823,-575,1111
-1231,-503,1015
-1695,-559,927
-2119,-511,655
-2567,-503,367
-2871,-543,47
-3054,-543,-327
-3046,-623,-711
-2982,-695,-1039
-2919,-767,-1311
-2839,-799,-1567
-2727,-727,-1711
-2679,-663,-1807
-2447,-599,-1831
-2375,-535,-1807
-2375,-439,-1759
-2303,-375,-1711
-2255,-287,-1671
-2167,-143,-1631
-2071,-47,-1615
-2087,0,-1615
-2031,15,-1631
-2047,7,-1591
-2087,55,-1591
-2151,55,-1599
-2207,63,-1591
-2199,55,-1623
-2215,15,-1663
-2239,7,-1695
-2239,31,-1823
-2247,47,-1863
-2207,119,-1903
-2111,159,-1991
-2023,231,-1951
-1919,279,-1903
-1799,287,-1759
-1703,311,-1647
-1591,295,-1511
-1479,223,-1383
-1439,167,-1327
-1351,151,-1223
-1287,87,-1183
-1231,87,-1095
-1167,39,-1055
-1135,7,-1063
-1087,-23,-983
-1055,-63,-1015
-1007,-111,-975
-935,-95,-975
-879,-111,-991
-823,-111,-959
-767,-79,-975
-711,-95,-975
-671,-79,-935
-583,-63,-991
-511,-31,-959
-447,-15,-927
-367,0,-959
-271,0,-871
-191,15,-863
-103,31,-775
-23,71,-679
47,71,-591
119,103,-447
175,143,-295
223,151,-135
247,151,55
255,159,271
271,167,487
255,167,703
247,183,959
199,151,1151
175,111,1391
215,7,1583
215,-87,1799
223,-191,1999
279,-327,2143
367,-487,2303
463,-639,2391
591,-767,2463
743,-959,2455
871,-1071,2487
1071,-1247,2439
1247,-1343,2447
1463,-1455,2367
1599,-1591,2327
1775,-1663,2303
1919,-1719,2207
2103,-1815,2199
2255,-1871,2135
2423,-1871,2087
2559,-1911,2127
2663,-1855,2143
2671,-1783,2151
2671,-1719,2135
2511,-1655,2079
2407,-1551,2031
2247,-1431,1983
2071,-1279,1919
1887,-1119,1863
1679,-983,1775
1487,-903,1719
1215,-823,1663
895,-719,1615
591,-615,1591
311,-559,1559
23,-543,1567
-207,-543,1543
-687,-567,1479
-1303,-583,1399
-2079,-527,1199
-3046,-359,855
-3734,-479,311
-4198,-519,-455
-4366,-767,-1247
-4270,-999,-1959
-3838,-1199,-2687
-3246,-1311,-3102
-2623,-1311,-3238
-2263,-1111,-3070
-2095,-847,-2783
-1999,-735,-2375
-1815,-703,-2103
-1583,-727,-1919
-1343,-767,-1855
-1199,-767,-1855
-1103,-711,-1863
-1103,-647,-1959
-1175,-527,-2055
-1271,-399,-2151
-1351,-351,-2207
-1415,-311,-2311
-1487,-287,-2327
-1511,-247,-2303
-1503,-247,-2327
-1471,-207,-2223
-1391,-223,-2095
-1207,-239,-1983
-1183,-255,-1823
-1047,-255,-1703
-919,-263,-1543
-823,-303,-1375
-695,-351,-1215
-607,-391,-1063
-479,-383,-951
-439,-415,-831
-311,-423,-735
-263,-431,-623
-175,-455,-567
-127,-471,-535
-55,-463,-431
23,-423,-351
87,-431,-303
175,-415,-239
255,-359,-159
367,-319,-95
423,-271,0
511,-215,111
575,-167,199
631,-103,295
663,-63,415
711,-31,503
719,47,671
735,71,807
759,79,991
767,87,1127
775,111,1287
791,87,1423
847,39,1583
895,7,1711
967,-55,1839
1143,-111,1991
1319,-183,2055
1495,-295,2119
1655,-431,2183
1823,-559,2207
2151,-519,2047
2167,-655,2095
2175,-847,2207
2231,-863,2151
2215,-919,2127
2231,-967,2063
2183,-991,1975
2175,-991,1903
2183,-1015,1911
2223,-967,1831
2223,-967,1807
2223,-919,1743
2207,-991,1751
2119,-943,1647
2095,-927,1655
2047,-919,1559
1951,-871,1527
1823,-839,1455
1687,-791,1367
1463,-735,1303
1175,-671,1207
879,-583,1143
631,-591,1023
279,-543,911
-391,-487,767
-1287,-399,487
-2423,-143,0
-3166,31,-663
-3310,0,-1247
-3166,-31,-1911
-2783,-111,-2375
-2279,-351,-2703
-1863,-615,-2751
-1775,-695,-2567
-1719,-783,-2375
-1599,-927,-2191
-1423,-1023,-2143
-1175,-1143,-2047
-991,-1183,-1999
-863,-1191,-2015
-815,-1111,-2047
-839,-1007,-2063
-903,-847,-2087
-935,-743,-2119
-943,-631,-2119
-975,-535,-2159
-951,-455,-2103
-943,-343,-2071
-903,-279,-1983
-879,-263,-1895
-807,-215,-1839
-759,-215,-1759
-711,-207,-1647
-599,-207,-1583
-527,-215,-1447
-447,-239,-1311
-383,-239,-1207
-287,-247,-1087
-223,-239,-975
-151,-271,-903
-79,-263,-823
-47,-279,-767
23,-271,-631
71,-287,-527
119,-263,-415
159,-271,-367
207,-271,-255
231,-263,-143
287,-287,-63
327,-231,23
351,-239,151
383,-207,255
431,-207,335
447,-191,519
479,-183,647
527,-159,759
551,-151,887
559,-143,967
583,-183,1151
639,-183,1263
727,-223,1407
767,-263,1511
871,-319,1615
1023,-391,1759
1143,-503,1839
1391,-783,1335
1231,-727,1239
1103,-687,1135
919,-615,1079
767,-575,1023
503,-527,935
95,-511,871
-295,-455,791
-1159,-391,511
-2023,-247,87
-2567,-183,-367
-2950,-215,-935
-3134,-303,-1535
-3118,-431,-2087
-2879,-615,-2615
-2583,-743,-2911
-2303,-831,-3062
-2135,-911,-2966
-1999,-983,-2815
-1823,-1047,-2543
-1575,-1095,-2311
-1287,-1231,-2087
-1015,-1255,-1943
-831,-1247,-1863
-711,-1183,-1855
-639,-1039,-1895
-655,-943,-1887
-735,-767,-1983
-775,-631,-2015
-855,-511,-2039
-895,-439,-2063
-919,-271,-2047
-927,-199,-1887
-903,-95,-1879
-855,-79,-1775
-759,-71,-1663
-679,-71,-1487
-583,-39,-1407
-487,-31,-1223
-367,-63,-1111
-319,-111,-935
-231,-87,-839
-143,-143,-719
-79,-207,-575
0,-175,-487
7,-199,-423
55,-239,-311
119,-255,-231
143,-255,-143
191,-271,-47
239,-247,7
279,-239,151
311,-223,247
351,-215,351
391,-231,439
415,-231,567
439,-215,687
455,-175,815
463,-127,943
487,-183,1095
511,-159,1231
527,-151,1351
575,-191,1535
639,-247,1663
751,-311,1799
879,-343,1919
1023,-447,2087
1231,-527,2231
1351,-615,2335
1639,-783,2383
1799,-911,2407
1991,-1023,2439
2103,-1103,2423
2223,-1151,2415
2271,-1191,2351
2303,-1183,2311
2295,-1199,2311
2271,-1175,2287
2271,-1119,2247
2247,-1087,2215
2199,-1023,2127
2127,-975,2079
2015,-991,2015
1871,-951,2015
1735,-911,1895
1655,-871,1815
1535,-783,1743
1391,-735,1647
1247,-695,1535
1103,-615,1415
999,-559,1279
847,-519,1151
735,-543,1103
591,-495,1023
391,-511,935
15,-471,863
-447,-431,767
-1135,-319,615
-1783,-231,287
-2407,-103,-159
-2703,-71,-695
-2815,-127,-1231
-2855,-215,-1783
-2679,-335,-2191
-2407,-487,-2543
-2199,-559,-2743
-2111,-663,-2759
-2079,-727,-2711
-2047,-799,-2631
-1919,-935,-2487
-1623,-1015,-2351
-1399,-1095,-2263
-1255,-1071,-2223
-1119,-1007,-2151
-1023,-927,-2119
-991,-807,-2143
-975,-687,-2199
-1039,-591,-2159
-999,-487,-2175
-1031,-399,-2207
-1039,-303,-2151
-1031,-239,-2127
-1023,-191,-2039
-991,-143,-1951
-951,-135,-1855
-839,-151,-1743
-759,-159,-1607
-655,-183,-1487
-583,-199,-1327
-487,-199,-1199
-423,-207,-1071
-335,-263,-1007
-303,-295,-895
-215,-135,-799
-151,-287,-687
-95,-343,-519
-47,-343,-487
0,-367,-391
15,-327,-311
79,-327,-207
87,-367,-167
151,-303,-39
183,-335,0
255,-343,87
271,-311,231
343,-287,311
335,-263,423
383,-239,535
399,-239,671
423,-215,767
431,-247,895
447,-215,1023
455,-191,1127
447,-143,1311
495,-255,1423
543,-279,1583
639,-343,1743
759,-391,1855
911,-487,1991
1079,-623,2095
1327,-799,2207
1559,-935,2295
1759,-1055,2303
1919,-1151,2335
2039,-1279,2319
2111,-1327,2271
2199,-1367,2287
2287,-1431,2255
2303,-1351,2207
2271,-1279,2199
2271,-1239,2183
2223,-1175,2135
2167,-1119,2063
2071,-1095,2023
1975,-1103,1919
1863,-1055,1879
1791,-1039,1791
1663,-951,1703
1559,-903,1615
1455,-815,1535
1319,-783,1455
1175,-695,1391
1087,-623,1279
911,-599,1151
799,-551,1031
671,-463,951
471,-487,895
143,-431,839
-263,-399,767
-839,-343,607
-1503,-223,351
-2263,-71,0
-2879,87,-559
-3198,7,-1167
-3342,-47,-1847
-3166,-191,-2495
-2695,-183,-3006
-2255,-247,-3302
-1975,-311,-3254
-1831,-375,-3046
-1807,-447,-2831
-1687,-575,-2575
-1415,-767,-2375
-1183,-919,-2255
-951,-1015,-2183
-831,-1015,-2087
-703,-943,-2063
-671,-767,-2047
-663,-615,-2079
-703,-415,-2087
-743,-271,-2199
-831,-167,-2231
-847,-63,-2183
-871,15,-2103
-847,103,-1991
-791,143,-1935
-751,175,-1791
-655,151,-1687
-575,135,-1511
-471,127,-1375
-407,87,-1215
-311,63,-1063
-239,23,-935
-183,0,-823
-127,-55,-711
-79,-55,-551
0,-103,-487
7,-167,-375
71,-151,-271
103,-223,-167
127,-239,-119
159,-247,0
199,-279,95
239,-271,159
287,-295,255
303,-295,375
343,-319,463
327,-407,583
375,-335,671
391,-335,767
383,-359,895
415,-327,1015
439,-351,1127
447,-391,1215
463,-383,1311
511,-423,1495
575,-447,1639
671,-503,1759
767,-599,1895
903,-663,2015
1071,-767,2127
1263,-871,2191
1447,-1007,2231
1607,-1079,2295
1775,-1215,2343
1879,-1279,2327
1991,-1359,2335
2047,-1399,2303
2095,-1447,2263
2111,-1447,2319
2111,-1415,2271
2127,-1343,2255
2087,-1279,2183
2023,-1191,2135
1935,-1183,2063
1791,-1151,1991
1719,-1103,1911
1599,-1127,1863
1575,-1007,1783
1447,-943,1711
1383,-855,1575
1255,-791,1535
1111,-751,1391
-2351,-159,-119
-2919,-71,-607
-3302,-63,-1255
-3438,-175,-2039
-3134,-239,-2895
-2647,-487,-3246
-2247,-559,-3374
-2103,-671,-3270
-2023,-703,-3030
-1903,-807,-2727
-1727,-959,-2463
-1407,-1127,-2335
-1167,-1247,-2191
-991,-1255,-2063
-807,-1215,-1983
-711,-1087,-1959
-663,-903,-1983
-727,-727,-2007
-807,-615,-2063
-839,-511,-2135
-911,-415,-2127
-935,-279,-2103
-927,-199,-2007
-887,-127,-1911
-791,-119,-1791
-743,-95,-1679
-615,-103,-1535
-519,-111,-1367
-447,-151,-1159
-327,-175,-1023
-255,-199,-855
-207,-223,-759
-127,-255,-623
-55,-279,-519
-7,-319,-431
39,-295,-335
87,-303,-231
111,-311,-175
175,-319,-79
215,-335,7
239,-343,63
279,-359,191
319,-319,263
343,-327,407
375,-311,511
407,-327,599
415,-343,679
471,-335,807
487,-359,903
511,-359,1031
511,-335,1159
527,-335,1215
591,-351,1375
639,-367,1519
719,-439,1639
815,-511,1687
967,-575,1815
1119,-663,1903
1327,-743,1919
1471,-839,1991
1679,-895,1999
1791,-1023,2095
1903,-999,2119
2063,-1127,2071
2151,-1143,2039
2207,-1111,2031
2247,-1111,1983
2263,-1071,1959
2239,-1039,1887
2175,-983,1863
2143,-903,1831
2047,-863,1799
1927,-847,1759
1839,-847,1671
1775,-815,1615
1695,-767,1559
1599,-719,1535
1527,-663,1479
1151,-631,1311
1247,-567,1239
1151,-527,1111
1031,-511,1047
879,-487,967
719,-471,887
383,-455,871
151,-399,799
-335,-367,695
-911,-367,527
-1631,-287,255
-2247,-175,-167
-2815,-39,-663
-3094,-103,-1271
-3166,-167,-1887
-2974,-319,-2519
-2575,-327,-2934
-2103,-415,-3134
-1855,-447,-3086
-1719,-471,-2950
-1655,-511,-2735
-1535,-631,-2463
-1279,-759,-2271
-1031,-887,-2111
-855,-927,-2015
-647,-879,-1951
-567,-807,-1975
-511,-615,-1959
-519,-471,-1975
-543,-327,-2047
-607,-175,-2111
-639,-119,-2079
-655,0,-2095
-679,87,-2039
-647,143,-1951
-615,199,-1863
-527,199,-1743
-479,191,-1663
-383,191,-1519
-311,143,-1343
-255,135,-1239
-167,79,-1103
-103,31,-959
-55,0,-855
15,-55,-751
87,-103,-631
119,-127,-511
159,-159,-447
191,-199,-335
207,-247,-263
247,-263,-207
287,-295,-119
311,-311,0
335,-375,47
351,-375,103
407,-343,215
399,-359,271
455,-367,383
447,-367,447
471,-359,487
503,-383,623
527,-351,695
535,-375,775
543,-391,895
575,-375,991
591,-383,1071
623,-399,1143
687,-423,1263
759,-447,1359
791,-511,1471
911,-567,1535
1047,-647,1599
1175,-703,1679
1295,-783,1703
1447,-911,1759
1559,-991,1791
1687,-1063,1767
1799,-1127,1783
1879,-1199,1791
1903,-1215,1791
1967,-1239,1767
1983,-1247,1727
1991,-1175,1687
1983,-1151,1679
1919,-1087,1639
1855,-1047,1591
1791,-1023,1535
1719,-991,1463
1647,-1007,1431
1615,-999,1399
1551,-967,1335
1519,-935,1255
1455,-935,1215
1415,-895,1095
1311,-895,1047
1215,-807,935
1103,-767,903
951,-751,863
815,-687,767
655,-647,751
495,-623,735
183,-583,615
-423,-495,551
-983,-407,351
-1559,-295,135
-2191,-191,-191
-2639,-167,-655
-2982,-191,-1135
-3086,-207,-1807
-3006,-295,-2343
-2671,-359,-2855
-2207,-375,-3142
-1887,-375,-3142
-1679,-423,-2927
-1543,-439,-2631
-1431,-511,-2359
-1199,-679,-2135
-935,-767,-1999
-799,-847,-1847
-607,-895,-1751
-455,-839,-1711
-391,-759,-1735
-375,-583,-1743
-375,-439,-1799
-431,-303,-1855
-511,-255,-1927
-559,-119,-1927
-615,-79,-1919
-631,0,-1871
-615,71,-1775
-575,111,-1687
-511,135,-1583
-407,119,-1439
-343,111,-1359
-255,87,-1223
-191,31,-1063
-103,23,-911
-31,-7,-839
31,-39,-687
87,-111,-615
119,-183,-503
199,-191,-439
239,-207,-335
279,-239,-295
287,-255,-207
359,-271,-79
383,-279,-47
431,-303,0
463,-311,39
471,-295,135
471,-319,255
495,-327,319
503,-311,383
519,-319,471
543,-311,559
559,-327,687
519,-335,767
535,-295,863
567,-327,927
623,-359,1079
663,-439,1183
719,-479,1311
791,-543,1383
887,-639,1431
1015,-695,1535
1159,-791,1543
1271,-839,1631
1367,-967,1655
1487,-1039,1655
1543,-1095,1655
1639,-1159,1663
1703,-1207,1671
1743,-1231,1639
1783,-1239,1615
1767,-1183,1583
1759,-1151,1583
1751,-1111,1519
1343,-1071,1487
1639,-1023,1431
1599,-991,1383
1535,-951,1343
1487,-927,1303
1447,-935,1263
1391,-951,1215
1311,-935,1191
1327,-895,1111
1287,-871,1095
1231,-823,1039
1199,-831,983
1143,-783,895
1039,-767,823
975,-751,759
887,-727,687
775,-671,679
671,-623,631
479,-639,575
271,-615,551
0,-575,471
-335,-503,391
-1535,-295,-2783
-1359,-287,-2623
-1263,-271,-2415
-1175,-335,-2159
-1023,-423,-1983
-839,-543,-1847
-711,-655,-1759
-591,-679,-1695
-511,-679,-1679
-463,-543,-1735
-463,-407,-1687
-503,-255,-1799
-551,-143,-1815
-599,-111,-1863
-607,-31,-1927
-655,31,-1911
-671,111,-1871
-639,151,-1831
-567,199,-1703
-511,199,-1647
-431,175,-1575
-343,167,-1447
-255,127,-1343
-215,87,-1263
-143,55,-1175
-103,7,-1071
-15,-55,-991
31,-71,-911
63,-127,-847
119,-191,-759
151,-239,-751
175,-255,-679
191,-287,-631
239,-303,-551
255,-343,-527
287,-343,-479
287,-359,-471
327,-367,-431
375,-383,-391
383,-335,-343
423,-359,-327
447,-359,-255
487,-351,-239
519,-375,-199
511,-327,-159
559,-311,-55
551,-327,-23
607,-343,79
631,-311,127
647,-303,167
679,-287,279
679,-303,335
703,-303,367
719,-327,471
727,-351,535
743,-359,663
767,-383,743
775,-423,783
815,-487,879
871,-559,959
919,-615,983
1007,-655,1071
1063,-751,1127
1143,-807,1183
1207,-895,1199
1303,-951,1239
1343,-1039,1271
1383,-1095,1335
1431,-1135,1351
1471,-1215,1023
1543,-1247,1391
1575,-1287,1319
1615,-1287,1367
1607,-1295,1359
1647,-1319,1351
1607,-1303,1303
1623,-1319,1303
1623,-1279,1271
1591,-1263,1255
1559,-1271,1175
1519,-1255,1111
1487,-1263,1063
1471,-1255,975
1455,-1207,879
1399,-1231,815
1343,-1127,791
1279,-1127,679
1167,-1103,607
1063,-1023,567
903,-967,511
767,-919,495
535,-847,463
303,-767,399
15,-671,375
-359,-623,295
-855,-495,127
-1327,-423,-31
-1935,-207,-367
-2319,-223,-727
-2591,-191,-1079
-2791,-111,-1591
-2711,-191,-2087
-2431,-191,-2487
-2047,-231,-2799
-1623,-215,-2839
-1279,-175,-2679
-1031,-143,-2535
-951,-103,-2239
-815,-111,-2007
-703,-223,-1783
-527,-327,-1607
-423,-431,-1487
-295,-455,-1439
-215,-407,-1375
-167,-303,-1375
-151,-215,-1399
-143,-103,-1407
-207,0,-1495
-223,63,-1495
-247,151,-1503
-231,215,-1479
-263,255,-1479
-255,311,-1415
-215,351,-1343
-199,335,-1295
-127,287,-1231
-95,263,-1127
-7,247,-1023
23,207,-991
55,119,-879
103,55,-767
143,0,-743
223,-87,-639
231,-127,-543
271,-167,-495
319,-207,-423
359,-255,-367
407,-279,-343
439,-279,-279
463,-287,-271
503,-319,-239
559,-335,-159
575,-319,-71
591,-343,-55
607,-375,0
647,-383,79
663,-319,135
695,-335,191
711,-343,255
703,-359,311
711,-343,367
743,-351,439
759,-383,527
783,-391,583
815,-431,687
823,-479,751
887,-503,791
911,-551,855
943,-607,879
1023,-671,967
1055,-735,1007
1127,-791,1023
1183,-839,1087
1271,-935,1111
1335,-967,1175
1439,-1063,1175
1463,-1087,1151
1487,-1151,1207
1535,-1199,1183
1591,-1231,1199
1615,-1263,1143
1623,-1239,1151
1663,-1263,1183
1671,-1263,1087
1671,-1239,1023
1671,-1199,999
1591,-1151,951
1567,-1183,887
1543,-1175,807
1535,-1159,743
1487,-1135,679
1503,-1127,599
1407,-1055,503
1319,-1047,431
1239,-1047,399
1135,-991,335
927,-975,311
767,-903,255
487,-839,247
