x,y,z
-1823,-423,-535
-1775,-455,-519
-1759,-463,-479
-1719,-479,-431
-1447,-375,-23
-1407,-359,63
-1311,-327,151
-1255,-279,199
-1183,-255,287
-1127,-239,383
-1071,-207,423
-1023,-199,511
-1007,-151,535
-983,-143,527
-975,-111,583
-951,-87,623
-943,-55,655
-943,-47,655
-935,-47,607
-927,-23,687
-919,-15,623
-951,0,615
-935,-39,639
-983,0,623
-967,-31,607
-991,0,543
-1007,-7,615
-1047,-39,519
-1071,103,551
-1135,-47,543
-1135,-39,511
-1183,-23,511
-1223,-7,463
-1247,0,471
-1255,-23,503
-1271,-255,463
-1287,-31,447
-1327,23,431
-1279,-39,399
-1335,-15,367
-1343,-7,367
-1343,183,359
-1367,-39,271
-1399,-55,311
-1287,-23,263
-1399,-63,255
-1455,-55,279
-1455,-71,255
-1431,-63,247
-1319,-95,327
-1423,-111,295
-1415,-119,287
-1415,-103,303
-1399,-111,303
-1375,-111,311
-1343,-191,127
-1335,-111,391
-1279,-143,391
-1255,-119,471
-1183,-151,463
-1231,-159,479
-1183,-143,511
-1159,-55,479
-1103,-159,519
-1103,-167,535
-1047,-143,543
-1063,-183,559
-1007,-127,575
-1015,-127,599
-991,-199,607
-959,-135,623
-919,-111,823
-895,-151,663
-863,-143,631
-871,-135,631
-839,-111,607
-799,-111,607
-783,-151,567
-719,-103,607
-727,-7,567
-767,-143,535
-751,-135,559
-743,-143,551
-751,-159,519
-735,-151,559
-719,-143,559
-719,-135,519
-711,-135,535
-687,-183,535
-695,-167,495
-679,-159,519
-671,-159,495
-647,-175,479
-631,-175,463
-623,-167,479
-615,-167,447
-607,-199,431
-615,-191,423
-647,-207,431
-695,-231,439
-703,-255,423
-743,-271,503
-751,-295,495
-767,-287,471
-767,-311,439
-775,-303,463
-775,-295,495
-783,-271,471
-791,-287,479
-831,-319,463
-831,-295,455
-871,-271,431
-911,-295,407
-951,-279,455
-991,-287,415
-991,-271,423
-1023,-271,423
-1039,-135,399
-1063,-215,399
-1087,-231,359
-1135,-215,351
-1159,-191,311
-1175,-199,303
-1207,-207,255
-1231,-231,159
-1279,-255,135
-1279,-239,119
-1335,-255,31
-1351,-271,23
-1343,-295,-47
-1383,-327,-95
-1391,-335,-103
-1383,-383,-103
-1415,-439,-119
-1383,-471,-167
-1359,-503,-143
-1319,-551,-159
-1311,-615,-167
-1271,-623,-183
-1255,-655,-223
-1215,-695,-167
-1191,-695,-183
-1167,-743,-183
-1119,-759,-191
-1095,-767,-175
-1103,-775,-207
-1063,-767,-183
-1007,-775,-191
-1023,-767,-207
-1023,-759,-167
-1023,-751,-199
-1023,-719,-159
-991,-719,-159
-991,-687,-151
-983,-687,-127
-967,-671,-119
-975,-639,-143
-951,-631,-167
-935,-623,-143
-927,-615,-135
-903,-615,-143
-879,-607,-143
-863,-607,-143
